alias,alias_normalized,canonical_country_region,ip_zone,match_note,demand_region_cn,demand_region_code,demand_rate_cny_per_kg,demand_minimum_cny,demand_review_status
St. Vincent & the Grenadines,st. vincent & the grenadines,St. Vincent & the Grenadines 圣文森特岛和格林纳丁斯,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
圣文森特岛和格林纳丁斯,圣文森特岛和格林纳丁斯,St. Vincent & the Grenadines 圣文森特岛和格林纳丁斯,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
St. Vincent & the Grenadines 圣文森特岛和格林纳丁斯,st. vincent & the grenadines 圣文森特岛和格林纳丁斯,St. Vincent & the Grenadines 圣文森特岛和格林纳丁斯,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Suriname (苏里南),suriname (苏里南),Suriname 苏里南,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
Suriname,suriname,Suriname 苏里南,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
苏里南,苏里南,Suriname 苏里南,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
Suriname 苏里南,suriname 苏里南,Suriname 苏里南,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Swaziland (斯威士兰),swaziland (斯威士兰),Swaziland 斯威士兰,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Swaziland,swaziland,Swaziland 斯威士兰,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
斯威士兰,斯威士兰,Swaziland 斯威士兰,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Swaziland 斯威士兰,swaziland 斯威士兰,Swaziland 斯威士兰,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Sweden (瑞典),sweden (瑞典),Sweden 瑞典,M,Dropdown display label,欧洲区,EUROPE,8.0,1.8,OK
Sweden,sweden,Sweden 瑞典,M,From PDF country/region English label,欧洲区,EUROPE,8.0,1.8,OK
瑞典,瑞典,Sweden 瑞典,M,From PDF country/region Chinese label,欧洲区,EUROPE,8.0,1.8,OK
Sweden 瑞典,sweden 瑞典,Sweden 瑞典,M,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Switzerland (瑞士),switzerland (瑞士),Switzerland 瑞士,M,Dropdown display label,欧洲区,EUROPE,8.0,1.8,OK
Switzerland,switzerland,Switzerland 瑞士,M,From PDF country/region English label,欧洲区,EUROPE,8.0,1.8,OK
瑞士,瑞士,Switzerland 瑞士,M,From PDF country/region Chinese label,欧洲区,EUROPE,8.0,1.8,OK
Switzerland 瑞士,switzerland 瑞士,Switzerland 瑞士,M,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Syrian Arab Republic (叙利亚),syrian arab republic (叙利亚),Syrian Arab Republic 叙利亚,H,Dropdown display label,Need Review,Need Review,,1.8,Need Review
Syrian Arab Republic,syrian arab republic,Syrian Arab Republic 叙利亚,H,From PDF country/region English label,Need Review,Need Review,,1.8,Need Review
叙利亚,叙利亚,Syrian Arab Republic 叙利亚,H,From PDF country/region Chinese label,Need Review,Need Review,,1.8,Need Review
Syrian Arab Republic 叙利亚,syrian arab republic 叙利亚,Syrian Arab Republic 叙利亚,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
"Taiwan, China (中国台湾)","taiwan, china (中国台湾)","Taiwan, China 中国台湾",X,Dropdown display label,亚洲区,ASIA,0.0,1.8,OK
"Taiwan, China","taiwan, china","Taiwan, China 中国台湾",X,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
中国台湾,中国台湾,"Taiwan, China 中国台湾",X,From PDF country/region Chinese label,亚洲区,ASIA,0.0,1.8,OK
"Taiwan, China 中国台湾","taiwan, china 中国台湾","Taiwan, China 中国台湾",X,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Thailand (泰国),thailand (泰国),Thailand 泰国,R,Dropdown display label,亚洲区,ASIA,0.0,1.8,OK
Thailand,thailand,Thailand 泰国,R,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
泰国,泰国,Thailand 泰国,R,From PDF country/region Chinese label,亚洲区,ASIA,0.0,1.8,OK
Thailand 泰国,thailand 泰国,Thailand 泰国,R,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Togo (多哥),togo (多哥),Togo 多哥,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Togo,togo,Togo 多哥,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
多哥,多哥,Togo 多哥,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Togo 多哥,togo 多哥,Togo 多哥,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Tonga,tonga,Tonga,G,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
Trinidad & Tobago (特立尼达和多巴哥),trinidad & tobago (特立尼达和多巴哥),Trinidad & Tobago 特立尼达和多巴哥,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
Trinidad & Tobago,trinidad & tobago,Trinidad & Tobago 特立尼达和多巴哥,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
特立尼达和多巴哥,特立尼达和多巴哥,Trinidad & Tobago 特立尼达和多巴哥,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
Trinidad & Tobago 特立尼达和多巴哥,trinidad & tobago 特立尼达和多巴哥,Trinidad & Tobago 特立尼达和多巴哥,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Tunisia (突尼斯),tunisia (突尼斯),Tunisia 突尼斯,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Tunisia,tunisia,Tunisia 突尼斯,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
突尼斯,突尼斯,Tunisia 突尼斯,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Tunisia 突尼斯,tunisia 突尼斯,Tunisia 突尼斯,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Turkey (土耳其),turkey (土耳其),Turkey 土耳其,F,Dropdown display label,欧洲区,EUROPE,8.0,1.8,OK
Turkey,turkey,Turkey 土耳其,F,From PDF country/region English label,欧洲区,EUROPE,8.0,1.8,OK
土耳其,土耳其,Turkey 土耳其,F,From PDF country/region Chinese label,欧洲区,EUROPE,8.0,1.8,OK
Turkey 土耳其,turkey 土耳其,Turkey 土耳其,F,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Turks & Caicos Islands (特克斯和凯克斯群岛),turks & caicos islands (特克斯和凯克斯群岛),Turks & Caicos Islands 特克斯和凯克斯群岛,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
Turks & Caicos Islands,turks & caicos islands,Turks & Caicos Islands 特克斯和凯克斯群岛,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
特克斯和凯克斯群岛,特克斯和凯克斯群岛,Turks & Caicos Islands 特克斯和凯克斯群岛,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
Turks & Caicos Islands 特克斯和凯克斯群岛,turks & caicos islands 特克斯和凯克斯群岛,Turks & Caicos Islands 特克斯和凯克斯群岛,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Colorado 80000-81699 (科罗拉多 80000-81699),colorado 80000-81699 (科罗拉多 80000-81699),Colorado 80000-81699 科罗拉多 80000-81699,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Colorado 80000-81699,colorado 80000-81699,Colorado 80000-81699 科罗拉多 80000-81699,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
科罗拉多 80000-81699,科罗拉多 80000-81699,Colorado 80000-81699 科罗拉多 80000-81699,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Colorado 80000-81699 科罗拉多 80000-81699,colorado 80000-81699 科罗拉多 80000-81699,Colorado 80000-81699 科罗拉多 80000-81699,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Idaho 83200-83999 (爱达荷州 83200-83999),idaho 83200-83999 (爱达荷州 83200-83999),Idaho 83200-83999 爱达荷州 83200-83999,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Idaho 83200-83999,idaho 83200-83999,Idaho 83200-83999 爱达荷州 83200-83999,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
爱达荷州 83200-83999,爱达荷州 83200-83999,Idaho 83200-83999 爱达荷州 83200-83999,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Idaho 83200-83999 爱达荷州 83200-83999,idaho 83200-83999 爱达荷州 83200-83999,Idaho 83200-83999 爱达荷州 83200-83999,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Utah 84000-84799 (犹他州 84000-84799),utah 84000-84799 (犹他州 84000-84799),Utah 84000-84799 犹他州 84000-84799,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Utah 84000-84799,utah 84000-84799,Utah 84000-84799 犹他州 84000-84799,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
犹他州 84000-84799,犹他州 84000-84799,Utah 84000-84799 犹他州 84000-84799,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Utah 84000-84799 犹他州 84000-84799,utah 84000-84799 犹他州 84000-84799,Utah 84000-84799 犹他州 84000-84799,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Arizona 85000-86599 (亚利桑那州 85000-86599),arizona 85000-86599 (亚利桑那州 85000-86599),Arizona 85000-86599 亚利桑那州 85000-86599,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Arizona 85000-86599,arizona 85000-86599,Arizona 85000-86599 亚利桑那州 85000-86599,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
亚利桑那州 85000-86599,亚利桑那州 85000-86599,Arizona 85000-86599 亚利桑那州 85000-86599,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Arizona 85000-86599 亚利桑那州 85000-86599,arizona 85000-86599 亚利桑那州 85000-86599,Arizona 85000-86599 亚利桑那州 85000-86599,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Nevada 89000-89899 (内华达州 89000-89899),nevada 89000-89899 (内华达州 89000-89899),Nevada 89000-89899 内华达州 89000-89899,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Nevada 89000-89899,nevada 89000-89899,Nevada 89000-89899 内华达州 89000-89899,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
内华达州 89000-89899,内华达州 89000-89899,Nevada 89000-89899 内华达州 89000-89899,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Nevada 89000-89899 内华达州 89000-89899,nevada 89000-89899 内华达州 89000-89899,Nevada 89000-89899 内华达州 89000-89899,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
California 90000-96699 (加利福尼亚州 90000-96699),california 90000-96699 (加利福尼亚州 90000-96699),California 90000-96699 加利福尼亚州 90000-96699,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
California 90000-96699,california 90000-96699,California 90000-96699 加利福尼亚州 90000-96699,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
加利福尼亚州 90000-96699,加利福尼亚州 90000-96699,California 90000-96699 加利福尼亚州 90000-96699,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
California 90000-96699 加利福尼亚州 90000-96699,california 90000-96699 加利福尼亚州 90000-96699,California 90000-96699 加利福尼亚州 90000-96699,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Oregon 97000-97999 (俄勒冈州 97000-97999),oregon 97000-97999 (俄勒冈州 97000-97999),Oregon 97000-97999 俄勒冈州 97000-97999,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Oregon 97000-97999,oregon 97000-97999,Oregon 97000-97999 俄勒冈州 97000-97999,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
俄勒冈州 97000-97999,俄勒冈州 97000-97999,Oregon 97000-97999 俄勒冈州 97000-97999,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Oregon 97000-97999 俄勒冈州 97000-97999,oregon 97000-97999 俄勒冈州 97000-97999,Oregon 97000-97999 俄勒冈州 97000-97999,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Washington 98000-99499 (华盛顿州 98000-99499),washington 98000-99499 (华盛顿州 98000-99499),Washington 98000-99499 华盛顿州 98000-99499,1,Dropdown display label,美国和波多黎各,US_PR,0.0,1.8,OK
Washington 98000-99499,washington 98000-99499,Washington 98000-99499 华盛顿州 98000-99499,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
华盛顿州 98000-99499,华盛顿州 98000-99499,Washington 98000-99499 华盛顿州 98000-99499,1,From PDF country/region Chinese label,美国和波多黎各,US_PR,0.0,1.8,OK
Washington 98000-99499 华盛顿州 98000-99499,washington 98000-99499 华盛顿州 98000-99499,Washington 98000-99499 华盛顿州 98000-99499,1,From PDF combined label,Need Review,Need Review,,1.8,Need Review
U.S. Virgin Islands (美属维尔京群岛),u.s. virgin islands (美属维尔京群岛),U.S. Virgin Islands 美属维尔京群岛,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
U.S. Virgin Islands,u.s. virgin islands,U.S. Virgin Islands 美属维尔京群岛,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
美属维尔京群岛,美属维尔京群岛,U.S. Virgin Islands 美属维尔京群岛,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
U.S. Virgin Islands 美属维尔京群岛,u.s. virgin islands 美属维尔京群岛,U.S. Virgin Islands 美属维尔京群岛,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Uganda (乌干达),uganda (乌干达),Uganda 乌干达,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Uganda,uganda,Uganda 乌干达,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
乌干达,乌干达,Uganda 乌干达,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Uganda 乌干达,uganda 乌干达,Uganda 乌干达,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Ukraine (乌克兰),ukraine (乌克兰),Ukraine 乌克兰,F,Dropdown display label,欧洲区,EUROPE,8.0,1.8,OK
Ukraine,ukraine,Ukraine 乌克兰,F,From PDF country/region English label,欧洲区,EUROPE,8.0,1.8,OK
乌克兰,乌克兰,Ukraine 乌克兰,F,From PDF country/region Chinese label,欧洲区,EUROPE,8.0,1.8,OK
Ukraine 乌克兰,ukraine 乌克兰,Ukraine 乌克兰,F,From PDF combined label,Need Review,Need Review,,1.8,Need Review
United Arab Emirates (阿拉伯联合酋长国),united arab emirates (阿拉伯联合酋长国),United Arab Emirates 阿拉伯联合酋长国,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
United Arab Emirates,united arab emirates,United Arab Emirates 阿拉伯联合酋长国,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
阿拉伯联合酋长国,阿拉伯联合酋长国,United Arab Emirates 阿拉伯联合酋长国,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
United Arab Emirates 阿拉伯联合酋长国,united arab emirates 阿拉伯联合酋长国,United Arab Emirates 阿拉伯联合酋长国,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
United Kingdom (Great Britain),united kingdom (great britain),United Kingdom (Great Britain),K,From PDF country/region English label,欧洲区,EUROPE,8.0,1.8,OK
United Kingdom,united kingdom,United Kingdom (Great Britain),K,English label without parenthetical,欧洲区,EUROPE,8.0,1.8,OK
United Republic of Tanzania (坦桑尼亚),united republic of tanzania (坦桑尼亚),United Republic of Tanzania 坦桑尼亚,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
United Republic of Tanzania,united republic of tanzania,United Republic of Tanzania 坦桑尼亚,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
坦桑尼亚,坦桑尼亚,United Republic of Tanzania 坦桑尼亚,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
United Republic of Tanzania 坦桑尼亚,united republic of tanzania 坦桑尼亚,United Republic of Tanzania 坦桑尼亚,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Uruguay (乌拉圭),uruguay (乌拉圭),Uruguay 乌拉圭,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
Uruguay,uruguay,Uruguay 乌拉圭,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
乌拉圭,乌拉圭,Uruguay 乌拉圭,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
Uruguay 乌拉圭,uruguay 乌拉圭,Uruguay 乌拉圭,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Uzbekistan,uzbekistan,Uzbekistan,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Vanuatu (瓦努阿图),vanuatu (瓦努阿图),Vanuatu 瓦努阿图,G,Dropdown display label,亚洲区,ASIA,0.0,1.8,OK
Vanuatu,vanuatu,Vanuatu 瓦努阿图,G,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
瓦努阿图,瓦努阿图,Vanuatu 瓦努阿图,G,From PDF country/region Chinese label,亚洲区,ASIA,0.0,1.8,OK
Vanuatu 瓦努阿图,vanuatu 瓦努阿图,Vanuatu 瓦努阿图,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Venezuela (委内瑞拉),venezuela (委内瑞拉),Venezuela 委内瑞拉,G,Dropdown display label,拉丁美洲区,LAC,0.0,1.8,OK
Venezuela,venezuela,Venezuela 委内瑞拉,G,From PDF country/region English label,拉丁美洲区,LAC,0.0,1.8,OK
委内瑞拉,委内瑞拉,Venezuela 委内瑞拉,G,From PDF country/region Chinese label,拉丁美洲区,LAC,0.0,1.8,OK
Venezuela 委内瑞拉,venezuela 委内瑞拉,Venezuela 委内瑞拉,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Vietnam (越南),vietnam (越南),Vietnam 越南,B,Dropdown display label,亚洲区,ASIA,0.0,1.8,OK
Vietnam,vietnam,Vietnam 越南,B,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
越南,越南,Vietnam 越南,B,From PDF country/region Chinese label,亚洲区,ASIA,0.0,1.8,OK
Vietnam 越南,vietnam 越南,Vietnam 越南,B,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Wallis & Futuna (瓦利斯群岛和富图那群岛),wallis & futuna (瓦利斯群岛和富图那群岛),Wallis & Futuna 瓦利斯群岛和富图那群岛,G,Dropdown display label,亚洲区,ASIA,0.0,1.8,OK
Wallis & Futuna,wallis & futuna,Wallis & Futuna 瓦利斯群岛和富图那群岛,G,From PDF country/region English label,亚洲区,ASIA,0.0,1.8,OK
瓦利斯群岛和富图那群岛,瓦利斯群岛和富图那群岛,Wallis & Futuna 瓦利斯群岛和富图那群岛,G,From PDF country/region Chinese label,亚洲区,ASIA,0.0,1.8,OK
Wallis & Futuna 瓦利斯群岛和富图那群岛,wallis & futuna 瓦利斯群岛和富图那群岛,Wallis & Futuna 瓦利斯群岛和富图那群岛,G,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Yemen (也门),yemen (也门),Yemen 也门,H,Dropdown display label,Need Review,Need Review,,1.8,Need Review
Yemen,yemen,Yemen 也门,H,From PDF country/region English label,Need Review,Need Review,,1.8,Need Review
也门,也门,Yemen 也门,H,From PDF country/region Chinese label,Need Review,Need Review,,1.8,Need Review
Yemen 也门,yemen 也门,Yemen 也门,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Zambia (赞比亚),zambia (赞比亚),Zambia 赞比亚,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Zambia,zambia,Zambia 赞比亚,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
赞比亚,赞比亚,Zambia 赞比亚,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Zambia 赞比亚,zambia 赞比亚,Zambia 赞比亚,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
Zimbabwe (津巴布韦),zimbabwe (津巴布韦),Zimbabwe 津巴布韦,H,Dropdown display label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Zimbabwe,zimbabwe,Zimbabwe 津巴布韦,H,From PDF country/region English label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
津巴布韦,津巴布韦,Zimbabwe 津巴布韦,H,From PDF country/region Chinese label,中东/印度次大陆/非洲区,MEISA,11.2,1.8,OK
Zimbabwe 津巴布韦,zimbabwe 津巴布韦,Zimbabwe 津巴布韦,H,From PDF combined label,Need Review,Need Review,,1.8,Need Review
U.S. (Western Region),u.s. (western region),U.S. (Western Region) 美国西部,1,From PDF country/region English label,美国和波多黎各,US_PR,0.0,1.8,OK
U.S. (Western Region) 美国西部,u.s. (western region) 美国西部,U.S. (Western Region) 美国西部,1,From PDF combined label,美国和波多黎各,US_PR,0.0,1.8,OK
U.S.,u.s.,U.S. (Western Region) 美国西部,1,English label without parenthetical,美国和波多黎各,US_PR,0.0,1.8,OK
